Order ID,Date,Category,Product Name,Quantity,Unit Price,Total Price,Region,Payment Method,Year,Month,Day,DayOfWeek,WeekOfYear,IsWeekend
ORD13056,2023-08-04,Home Appliances,Office Chair,4,7687.53,30750.12,North America,Debit Card,2023,8,4,4,31,0
ORD15062,2023-08-04,Electronics,Bluetooth Speaker,5,4480.27,22401.35,North America,UPI,2023,8,4,4,31,0
ORD12462,2023-08-04,Sports,Cricket Bat,1,2441.25,2441.25,South America,PayPal,2023,8,4,4,31,0
ORD11791,2023-08-04,Sports,Resistance Bands,1,1670.42,1670.42,Africa,Credit Card,2023,8,4,4,31,0
ORD11268,2023-08-04,Sports,Cricket Bat,5,1151.45,5757.25,North America,Credit Card,2023,8,4,4,31,0
ORD11127,2023-08-04,Books,Children's Storybook,2,561.54,1123.08,Asia,PayPal,2023,8,4,4,31,0
ORD10737,2023-08-04,Sports,Cricket Bat,1,4009.7,4009.7,Australia,Credit Card,2023,8,4,4,31,0
ORD12985,2023-08-04,Sports,Yoga Mat,4,4856.2,19424.8,South America,PayPal,2023,8,4,4,31,0
ORD15595,2023-08-05,Books,Fiction Novel,1,519.65,519.65,Asia,UPI,2023,8,5,5,31,1
ORD15462,2023-08-05,Books,Notebook Set,3,919.06,2757.18,Australia,Debit Card,2023,8,5,5,31,1
ORD13246,2023-08-05,Beauty Products,Sunscreen SPF50,1,1017.33,1017.33,Australia,UPI,2023,8,5,5,31,1
ORD12036,2023-08-05,Books,Self-Help Guide,2,276.52,553.04,South America,Credit Card,2023,8,5,5,31,1
ORD11563,2023-08-05,Home Appliances,Air Fryer,6,8183.01,49098.06,Australia,Credit Card,2023,8,5,5,31,1
ORD11286,2023-08-05,Home Appliances,Microwave Oven,4,4958.99,19835.96,North America,Debit Card,2023,8,5,5,31,1
ORD10282,2023-08-05,Beauty Products,Face Moisturizer,1,302.27,302.27,Australia,Debit Card,2023,8,5,5,31,1
ORD12005,2023-08-05,Beauty Products,Lipstick,2,244.83,489.66,Asia,UPI,2023,8,5,5,31,1
ORD11658,2023-08-06,Books,Fiction Novel,1,706.59,706.59,Australia,Debit Card,2023,8,6,6,31,1
ORD13103,2023-08-06,Electronics,Smartwatch,4,10626.87,42507.48,North America,PayPal,2023,8,6,6,31,1
ORD13777,2023-08-06,Books,Children's Storybook,1,216.72,216.72,Africa,Credit Card,2023,8,6,6,31,1
ORD14597,2023-08-06,Electronics,Wireless Mouse,5,14455.92,72279.6,Asia,Debit Card,2023,8,6,6,31,1
ORD15016,2023-08-07,Clothing,Denim Jacket,2,2758.61,5517.22,Australia,Credit Card,2023,8,7,0,32,0
ORD15224,2023-08-07,Clothing,Denim Jacket,9,2600.3,23402.7,North America,Credit Card,2023,8,7,0,32,0
ORD14810,2023-08-07,Beauty Products,Lipstick,5,798.59,3992.95,Asia,Debit Card,2023,8,7,0,32,0
ORD15347,2023-08-07,Beauty Products,Sunscreen SPF50,2,1398.64,2797.28,Australia,PayPal,2023,8,7,0,32,0
ORD12430,2023-08-07,Clothing,Formal Shirt,4,3413.75,13655.0,Australia,Debit Card,2023,8,7,0,32,0
ORD11853,2023-08-07,Clothing,Formal Shirt,1,1866.25,1866.25,North America,Credit Card,2023,8,7,0,32,0
ORD11588,2023-08-07,Home Appliances,Vacuum Cleaner,4,2047.29,8189.16,Asia,Debit Card,2023,8,7,0,32,0
ORD12735,2023-08-07,Home Appliances,Vacuum Cleaner,3,5819.78,17459.34,North America,Debit Card,2023,8,7,0,32,0
ORD14870,2023-08-08,Books,Cookbook,1,982.42,982.42,Asia,Credit Card,2023,8,8,1,32,0
ORD14359,2023-08-08,Sports,Resistance Bands,2,2315.7,4631.4,Asia,PayPal,2023,8,8,1,32,0
ORD13465,2023-08-08,Electronics,Bluetooth Speaker,39,3038.92,118517.88,Europe,Debit Card,2023,8,8,1,32,0
ORD12541,2023-08-08,Clothing,Cotton T-Shirt,2,2795.17,5590.34,North America,UPI,2023,8,8,1,32,0
ORD12301,2023-08-08,Beauty Products,Shampoo,3,1310.25,3930.75,Africa,Net Banking,2023,8,8,1,32,0
ORD14895,2023-08-08,Books,Cookbook,1,686.98,686.98,North America,Credit Card,2023,8,8,1,32,0
ORD11572,2023-08-08,Books,Fiction Novel,34,354.52,12053.68,Australia,PayPal,2023,8,8,1,32,0
ORD11018,2023-08-08,Home Appliances,Table Lamp,1,11776.38,11776.38,Australia,Credit Card,2023,8,8,1,32,0
ORD10991,2023-08-08,Electronics,Bluetooth Speaker,2,14192.59,28385.18,Africa,UPI,2023,8,8,1,32,0
ORD10633,2023-08-08,Home Appliances,Air Fryer,1,1448.23,1448.23,Africa,Credit Card,2023,8,8,1,32,0
ORD11895,2023-08-08,Beauty Products,Face Moisturizer,2,1140.56,2281.12,Australia,PayPal,2023,8,8,1,32,0
ORD15725,2023-08-09,Beauty Products,Lipstick,1,1789.23,1789.23,Europe,UPI,2023,8,9,2,32,0
ORD15361,2023-08-09,Sports,Football,2,5099.67,10199.34,North America,Credit Card,2023,8,9,2,32,0
ORD14513,2023-08-09,Books,Cookbook,1,403.43,403.43,Africa,Credit Card,2023,8,9,2,32,0
ORD13379,2023-08-09,Books,Children's Storybook,1,674.13,674.13,North America,UPI,2023,8,9,2,32,0
ORD12750,2023-08-09,Home Appliances,Office Chair,2,3612.32,7224.64,Australia,Credit Card,2023,8,9,2,32,0
ORD11844,2023-08-09,Sports,Yoga Mat,3,2797.85,8393.55,North America,Credit Card,2023,8,9,2,32,0
ORD11762,2023-08-09,Home Appliances,Vacuum Cleaner,6,2682.92,16097.52,Europe,UPI,2023,8,9,2,32,0
ORD11134,2023-08-09,Electronics,Laptop Stand,2,12966.95,25933.9,Africa,PayPal,2023,8,9,2,32,0
ORD10781,2023-08-09,Clothing,Denim Jacket,22,1158.39,25484.58,Australia,Credit Card,2023,8,9,2,32,0
ORD11836,2023-08-09,Beauty Products,Sunscreen SPF50,2,1881.26,3762.52,Asia,Debit Card,2023,8,9,2,32,0
ORD13343,2023-08-10,Sports,Resistance Bands,2,5345.99,10691.98,Africa,UPI,2023,8,10,3,32,0
ORD13512,2023-08-10,Sports,Resistance Bands,3,3886.77,11660.31,Africa,PayPal,2023,8,10,3,32,0
ORD13472,2023-08-10,Home Appliances,Table Lamp,2,6423.32,12846.64,Europe,UPI,2023,8,10,3,32,0
ORD12416,2023-08-10,Beauty Products,Shampoo,1,524.62,524.62,Africa,PayPal,2023,8,10,3,32,0
ORD12322,2023-08-10,Clothing,Wool Sweater,1,1317.19,1317.19,Africa,PayPal,2023,8,10,3,32,0
ORD12335,2023-08-10,Books,Notebook Set,1,412.36,412.36,Africa,Debit Card,2023,8,10,3,32,0
ORD11885,2023-08-10,Electronics,Wireless Mouse,1,14449.42,14449.42,South America,Debit Card,2023,8,10,3,32,0
ORD11846,2023-08-10,Books,Fiction Novel,2,150.97,301.94,South America,Credit Card,2023,8,10,3,32,0
ORD11105,2023-08-10,Books,Cookbook,4,257.54,1030.16,Asia,UPI,2023,8,10,3,32,0
ORD15891,2023-08-11,Clothing,Denim Jacket,2,1714.29,3428.58,Asia,Net Banking,2023,8,11,4,32,0
ORD15379,2023-08-11,Home Appliances,Office Chair,2,6028.53,12057.06,Africa,Credit Card,2023,8,11,4,32,0
ORD15335,2023-08-11,Beauty Products,Perfume,2,2393.72,4787.44,North America,PayPal,2023,8,11,4,32,0
ORD15286,2023-08-11,Beauty Products,Perfume,1,1965.54,1965.54,North America,UPI,2023,8,11,4,32,0
ORD14805,2023-08-11,Home Appliances,Table Lamp,3,10462.86,31388.58,Europe,UPI,2023,8,11,4,32,0
ORD14736,2023-08-11,Books,Cookbook,1,369.62,369.62,Australia,Credit Card,2023,8,11,4,32,0
ORD12567,2023-08-11,Clothing,Formal Shirt,3,2527.06,7581.18,South America,UPI,2023,8,11,4,32,0
ORD12020,2023-08-11,Sports,Dumbbell Set,1,5468.01,5468.01,North America,Credit Card,2023,8,11,4,32,0
ORD11808,2023-08-11,Home Appliances,Microwave Oven,1,3944.4,3944.4,Australia,Debit Card,2023,8,11,4,32,0
ORD11763,2023-08-11,Electronics,Smartwatch,3,11540.98,34622.94,Europe,PayPal,2023,8,11,4,32,0
ORD10459,2023-08-11,Home Appliances,Microwave Oven,2,3280.09,6560.18,Europe,PayPal,2023,8,11,4,32,0
ORD10161,2023-08-11,Clothing,Wool Sweater,2,905.68,1811.36,South America,PayPal,2023,8,11,4,32,0
ORD14484,2023-08-12,Books,Fiction Novel,1,920.34,920.34,North America,PayPal,2023,8,12,5,32,1
ORD13957,2023-08-12,Electronics,Wireless Mouse,2,5510.13,11020.26,North America,Debit Card,2023,8,12,5,32,1
ORD13525,2023-08-12,Clothing,Formal Shirt,4,1903.58,7614.32,Africa,Credit Card,2023,8,12,5,32,1
ORD14692,2023-08-12,Beauty Products,Shampoo,1,1570.09,1570.09,Australia,UPI,2023,8,12,5,32,1
ORD11821,2023-08-12,Sports,Cricket Bat,4,5978.37,23913.48,Asia,Credit Card,2023,8,12,5,32,1
ORD11211,2023-08-12,Sports,Cricket Bat,2,3623.24,7246.48,Australia,UPI,2023,8,12,5,32,1
ORD12217,2023-08-12,Beauty Products,Sunscreen SPF50,2,2476.16,4952.32,Australia,UPI,2023,8,12,5,32,1
ORD14515,2023-08-13,Beauty Products,Lipstick,51,508.26,25921.26,Asia,Debit Card,2023,8,13,6,32,1
ORD14048,2023-08-13,Sports,Resistance Bands,1,2294.67,2294.67,Africa,Credit Card,2023,8,13,6,32,1
ORD13616,2023-08-13,Electronics,Bluetooth Speaker,1,4726.45,4726.45,Africa,UPI,2023,8,13,6,32,1
ORD13349,2023-08-13,Home Appliances,Microwave Oven,1,4049.8,4049.8,North America,Credit Card,2023,8,13,6,32,1
ORD15400,2023-08-13,Electronics,USB-C Hub,5,4539.89,22699.45,Asia,Credit Card,2023,8,13,6,32,1
ORD11380,2023-08-13,Sports,Football,3,4290.7,12872.1,North America,UPI,2023,8,13,6,32,1
ORD11377,2023-08-13,Electronics,Wireless Mouse,1,6859.91,6859.91,North America,Debit Card,2023,8,13,6,32,1
ORD10778,2023-08-13,Beauty Products,Perfume,1,1002.24,1002.24,Australia,PayPal,2023,8,13,6,32,1
ORD10271,2023-08-13,Sports,Yoga Mat,3,4457.85,13373.55,Australia,PayPal,2023,8,13,6,32,1
ORD13123,2023-08-13,Sports,Football,1,5829.77,5829.77,Africa,Credit Card,2023,8,13,6,32,1
ORD15969,2023-08-14,Beauty Products,Shampoo,2,2273.53,4547.06,Asia,PayPal,2023,8,14,0,33,0
ORD15319,2023-08-14,Electronics,Bluetooth Speaker,2,3586.85,7173.7,Europe,PayPal,2023,8,14,0,33,0
ORD14954,2023-08-14,Electronics,Smartwatch,1,13930.77,13930.77,Australia,UPI,2023,8,14,0,33,0
ORD14399,2023-08-14,Books,Notebook Set,3,364.79,1094.37,Australia,Credit Card,2023,8,14,0,33,0
ORD10606,2023-08-14,Beauty Products,Shampoo,1,1916.19,1916.19,Asia,Debit Card,2023,8,14,0,33,0
ORD10523,2023-08-14,Electronics,USB-C Hub,1,6776.37,6776.37,Africa,Credit Card,2023,8,14,0,33,0
ORD10384,2023-08-14,Home Appliances,Office Chair,1,6247.39,6247.39,Australia,Net Banking,2023,8,14,0,33,0
ORD10181,2023-08-14,Clothing,Cotton T-Shirt,3,2824.64,8473.92,South America,Credit Card,2023,8,14,0,33,0
ORD14033,2023-08-14,Clothing,Denim Jacket,3,1212.84,3638.52,Europe,Debit Card,2023,8,14,0,33,0
ORD15737,2023-08-15,Electronics,Laptop Stand,5,10077.08,50385.4,North America,Credit Card,2023,8,15,1,33,0
ORD15805,2023-08-15,Electronics,Laptop Stand,1,7996.23,7996.23,South America,Net Banking,2023,8,15,1,33,0
ORD15276,2023-08-15,Electronics,Wireless Mouse,2,12036.5,24073.0,South America,Debit Card,2023,8,15,1,33,0
ORD11383,2023-08-15,Clothing,Wool Sweater,3,2479.95,7439.85,Asia,Credit Card,2023,8,15,1,33,0
ORD11217,2023-08-15,Sports,Resistance Bands,3,3404.41,10213.23,North America,Debit Card,2023,8,15,1,33,0
ORD13396,2023-08-15,Sports,Cricket Bat,3,4921.71,14765.13,South America,UPI,2023,8,15,1,33,0
ORD12250,2023-08-16,Beauty Products,Perfume,5,444.02,2220.1,Europe,Debit Card,2023,8,16,2,33,0
ORD12529,2023-08-16,Sports,Yoga Mat,2,5692.99,11385.98,South America,Net Banking,2023,8,16,2,33,0
ORD13091,2023-08-16,Beauty Products,Face Moisturizer,1,461.12,461.12,South America,PayPal,2023,8,16,2,33,0
ORD13399,2023-08-16,Books,Self-Help Guide,2,222.79,445.58,South America,PayPal,2023,8,16,2,33,0
ORD13439,2023-08-16,Home Appliances,Vacuum Cleaner,1,3040.19,3040.19,Europe,UPI,2023,8,16,2,33,0
ORD13759,2023-08-16,Beauty Products,Face Moisturizer,2,1537.47,3074.94,Europe,UPI,2023,8,16,2,33,0
ORD13989,2023-08-16,Clothing,Running Shoes,1,2471.49,2471.49,South America,Credit Card,2023,8,16,2,33,0
ORD14857,2023-08-16,Home Appliances,Table Lamp,2,1513.39,3026.78,Europe,Credit Card,2023,8,16,2,33,0
ORD15500,2023-08-16,Sports,Football,6,2497.13,14982.78,Asia,Credit Card,2023,8,16,2,33,0
ORD14280,2023-08-17,Books,Cookbook,1,600.63,600.63,Australia,Net Banking,2023,8,17,3,33,0
ORD15131,2023-08-17,Beauty Products,Shampoo,3,1367.11,4101.33,South America,Credit Card,2023,8,17,3,33,0
ORD12922,2023-08-17,Clothing,Formal Shirt,2,595.22,1190.44,North America,UPI,2023,8,17,3,33,0
ORD12715,2023-08-17,Books,Self-Help Guide,7,721.15,5048.05,North America,PayPal,2023,8,17,3,33,0
ORD10109,2023-08-17,Beauty Products,Lipstick,3,2273.68,6821.04,Australia,Credit Card,2023,8,17,3,33,0
ORD11863,2023-08-17,Beauty Products,Lipstick,4,797.27,3189.08,Europe,Net Banking,2023,8,17,3,33,0
ORD11645,2023-08-17,Sports,Resistance Bands,4,1823.61,7294.44,South America,UPI,2023,8,17,3,33,0
ORD10234,2023-08-17,Books,Children's Storybook,4,773.29,3093.16,North America,Credit Card,2023,8,17,3,33,0
ORD12124,2023-08-17,Clothing,Cotton T-Shirt,1,2419.75,2419.75,Europe,UPI,2023,8,17,3,33,0
ORD15091,2023-08-18,Books,Self-Help Guide,2,258.79,517.58,South America,PayPal,2023,8,18,4,33,0
ORD14066,2023-08-18,Clothing,Formal Shirt,2,2970.51,5941.02,North America,UPI,2023,8,18,4,33,0
ORD14901,2023-08-18,Sports,Yoga Mat,3,4994.24,14982.72,South America,PayPal,2023,8,18,4,33,0
ORD13934,2023-08-18,Electronics,USB-C Hub,1,10724.88,10724.88,Africa,PayPal,2023,8,18,4,33,0
ORD11198,2023-08-18,Books,Children's Storybook,1,191.74,191.74,Europe,PayPal,2023,8,18,4,33,0
ORD12307,2023-08-18,Beauty Products,Shampoo,3,2289.5,6868.5,North America,PayPal,2023,8,18,4,33,0
ORD11873,2023-08-18,Sports,Football,1,1169.35,1169.35,Africa,Credit Card,2023,8,18,4,33,0
ORD11482,2023-08-18,Sports,Football,2,3475.0,6950.0,Africa,Debit Card,2023,8,18,4,33,0
ORD12919,2023-08-18,Home Appliances,Office Chair,1,1562.58,1562.58,Africa,Debit Card,2023,8,18,4,33,0
ORD15897,2023-08-19,Books,Cookbook,1,676.56,676.56,North America,Credit Card,2023,8,19,5,33,1
ORD11623,2023-08-19,Books,Fiction Novel,1,986.94,986.94,Asia,Debit Card,2023,8,19,5,33,1
ORD12112,2023-08-19,Books,Children's Storybook,2,510.29,1020.58,Europe,Credit Card,2023,8,19,5,33,1
ORD12389,2023-08-19,Clothing,Formal Shirt,1,599.4,599.4,North America,Credit Card,2023,8,19,5,33,1
ORD12721,2023-08-19,Clothing,Formal Shirt,2,3105.25,6210.5,Africa,Credit Card,2023,8,19,5,33,1
ORD12886,2023-08-19,Beauty Products,Perfume,4,635.33,2541.32,South America,UPI,2023,8,19,5,33,1
ORD15688,2023-08-19,Books,Notebook Set,1,610.04,610.04,Australia,Debit Card,2023,8,19,5,33,1
ORD15838,2023-08-19,Books,Children's Storybook,1,775.84,775.84,South America,Debit Card,2023,8,19,5,33,1
ORD14027,2023-08-20,Home Appliances,Office Chair,1,6710.5,6710.5,Africa,PayPal,2023,8,20,6,33,1
ORD13164,2023-08-20,Electronics,Wireless Mouse,4,1152.64,4610.56,Africa,UPI,2023,8,20,6,33,1
ORD15827,2023-08-20,Books,Self-Help Guide,2,660.63,1321.26,Africa,UPI,2023,8,20,6,33,1
ORD14700,2023-08-20,Clothing,Wool Sweater,6,529.89,3179.34,Asia,Credit Card,2023,8,20,6,33,1
ORD12971,2023-08-20,Clothing,Denim Jacket,3,1734.11,5202.33,Africa,Debit Card,2023,8,20,6,33,1
ORD15736,2023-08-20,Sports,Dumbbell Set,1,703.72,703.72,Australia,Debit Card,2023,8,20,6,33,1
ORD11225,2023-08-20,Home Appliances,Table Lamp,31,6185.8,191759.8,Australia,Credit Card,2023,8,20,6,33,1
ORD10622,2023-08-20,Home Appliances,Microwave Oven,3,7093.77,21281.31,North America,Net Banking,2023,8,20,6,33,1
ORD10361,2023-08-20,Electronics,Laptop Stand,4,12383.66,49534.64,Australia,Credit Card,2023,8,20,6,33,1
ORD10298,2023-08-20,Sports,Dumbbell Set,2,1591.41,3182.82,North America,PayPal,2023,8,20,6,33,1
ORD12262,2023-08-20,Beauty Products,Sunscreen SPF50,39,623.41,24312.99,Europe,PayPal,2023,8,20,6,33,1
ORD10021,2023-08-20,Books,Notebook Set,5,519.4,2597.0,Australia,Debit Card,2023,8,20,6,33,1
ORD15772,2023-08-21,Home Appliances,Microwave Oven,2,2845.24,5690.48,Europe,Credit Card,2023,8,21,0,34,0
ORD15741,2023-08-21,Electronics,Laptop Stand,6,4547.35,27284.1,North America,Credit Card,2023,8,21,0,34,0
ORD15417,2023-08-21,Clothing,Cotton T-Shirt,4,926.65,3706.6,Europe,UPI,2023,8,21,0,34,0
ORD15001,2023-08-21,Books,Children's Storybook,1,784.28,784.28,Africa,PayPal,2023,8,21,0,34,0
ORD14757,2023-08-21,Sports,Cricket Bat,3,5008.85,15026.55,North America,PayPal,2023,8,21,0,34,0
ORD14643,2023-08-21,Clothing,Formal Shirt,3,2663.6,7990.8,Australia,PayPal,2023,8,21,0,34,0
ORD11869,2023-08-21,Home Appliances,Air Fryer,2,5706.54,11413.08,Australia,Credit Card,2023,8,21,0,34,0
ORD13452,2023-08-21,Books,Fiction Novel,5,992.77,4963.85,South America,PayPal,2023,8,21,0,34,0
ORD11622,2023-08-21,Books,Children's Storybook,1,893.91,893.91,South America,Credit Card,2023,8,21,0,34,0
ORD10337,2023-08-21,Home Appliances,Microwave Oven,1,1397.48,1397.48,Africa,Credit Card,2023,8,21,0,34,0
ORD10094,2023-08-21,Sports,Yoga Mat,4,2274.27,9097.08,Asia,PayPal,2023,8,21,0,34,0
ORD14486,2023-08-21,Clothing,Denim Jacket,5,2406.52,12032.6,South America,Debit Card,2023,8,21,0,34,0
ORD15814,2023-08-22,Home Appliances,Table Lamp,2,9850.42,19700.84,South America,Debit Card,2023,8,22,1,34,0
ORD14881,2023-08-22,Books,Cookbook,3,878.35,2635.05,North America,Net Banking,2023,8,22,1,34,0
ORD15711,2023-08-22,Electronics,Smartwatch,1,4876.09,4876.09,South America,Debit Card,2023,8,22,1,34,0
ORD12751,2023-08-22,Beauty Products,Lipstick,5,2373.37,11866.85,Europe,Credit Card,2023,8,22,1,34,0
ORD10642,2023-08-22,Beauty Products,Face Moisturizer,1,524.35,524.35,Africa,Credit Card,2023,8,22,1,34,0
ORD13084,2023-08-22,Electronics,Wireless Mouse,2,5076.62,10153.24,Australia,Credit Card,2023,8,22,1,34,0
ORD15871,2023-08-23,Beauty Products,Sunscreen SPF50,4,2161.58,8646.32,South America,Credit Card,2023,8,23,2,34,0
ORD13853,2023-08-23,Beauty Products,Face Moisturizer,1,478.64,478.64,Africa,Net Banking,2023,8,23,2,34,0
ORD13622,2023-08-23,Books,Fiction Novel,1,313.41,313.41,South America,Credit Card,2023,8,23,2,34,0
ORD13450,2023-08-23,Books,Cookbook,2,717.65,1435.3,Europe,UPI,2023,8,23,2,34,0
ORD13124,2023-08-23,Clothing,Wool Sweater,4,2252.04,9008.16,Asia,Debit Card,2023,8,23,2,34,0
ORD14125,2023-08-23,Home Appliances,Office Chair,5,8982.84,44914.2,Europe,Credit Card,2023,8,23,2,34,0
ORD12528,2023-08-23,Clothing,Denim Jacket,1,2646.98,2646.98,North America,Credit Card,2023,8,23,2,34,0
ORD11088,2023-08-23,Beauty Products,Face Moisturizer,4,1439.85,5759.4,Europe,UPI,2023,8,23,2,34,0
ORD10202,2023-08-23,Books,Cookbook,2,196.87,393.74,Asia,UPI,2023,8,23,2,34,0
ORD10134,2023-08-23,Home Appliances,Air Fryer,1,5671.97,5671.97,Asia,Debit Card,2023,8,23,2,34,0
ORD12879,2023-08-23,Home Appliances,Office Chair,4,7223.35,28893.4,South America,Credit Card,2023,8,23,2,34,0
ORD11524,2023-08-24,Clothing,Denim Jacket,1,3017.16,3017.16,Africa,Debit Card,2023,8,24,3,34,0
ORD11849,2023-08-24,Sports,Football,1,2270.65,2270.65,Australia,PayPal,2023,8,24,3,34,0
ORD11946,2023-08-24,Home Appliances,Table Lamp,2,10523.92,21047.84,Asia,Net Banking,2023,8,24,3,34,0
ORD12677,2023-08-24,Beauty Products,Shampoo,5,1759.95,8799.75,South America,Credit Card,2023,8,24,3,34,0
ORD12953,2023-08-24,Sports,Cricket Bat,2,994.87,1989.74,South America,Credit Card,2023,8,24,3,34,0
ORD14532,2023-08-24,Home Appliances,Office Chair,2,1130.18,2260.36,South America,UPI,2023,8,24,3,34,0
ORD14690,2023-08-24,Clothing,Running Shoes,1,1926.11,1926.11,South America,Credit Card,2023,8,24,3,34,0
ORD14914,2023-08-24,Home Appliances,Vacuum Cleaner,1,7859.34,7859.34,Africa,Debit Card,2023,8,24,3,34,0
ORD15791,2023-08-24,Home Appliances,Office Chair,3,5435.92,16307.76,Europe,Credit Card,2023,8,24,3,34,0
ORD14996,2023-08-25,Sports,Cricket Bat,6,2993.46,17960.76,North America,Credit Card,2023,8,25,4,34,0
ORD13333,2023-08-25,Home Appliances,Air Fryer,1,9511.06,9511.06,South America,Credit Card,2023,8,25,4,34,0
ORD15406,2023-08-25,Clothing,Formal Shirt,2,2943.68,5887.36,Africa,UPI,2023,8,25,4,34,0
ORD10578,2023-08-25,Books,Children's Storybook,2,552.75,1105.5,Europe,Debit Card,2023,8,25,4,34,0
ORD12452,2023-08-25,Home Appliances,Vacuum Cleaner,2,7805.65,15611.3,Asia,PayPal,2023,8,25,4,34,0
ORD15621,2023-08-26,Clothing,Formal Shirt,3,1860.85,5582.55,Asia,Credit Card,2023,8,26,5,34,1
ORD14156,2023-08-26,Clothing,Wool Sweater,3,2665.19,7995.57,Africa,PayPal,2023,8,26,5,34,1
ORD14099,2023-08-26,Electronics,Bluetooth Speaker,1,13425.76,13425.76,South America,Net Banking,2023,8,26,5,34,1
ORD13004,2023-08-26,Beauty Products,Perfume,7,1989.75,13928.25,North America,Net Banking,2023,8,26,5,34,1
ORD14759,2023-08-26,Sports,Resistance Bands,1,3404.75,3404.75,Africa,Net Banking,2023,8,26,5,34,1
ORD11859,2023-08-26,Home Appliances,Vacuum Cleaner,1,1280.24,1280.24,Africa,Debit Card,2023,8,26,5,34,1
ORD11837,2023-08-26,Beauty Products,Perfume,2,1856.65,3713.3,North America,Credit Card,2023,8,26,5,34,1
ORD11612,2023-08-26,Clothing,Denim Jacket,1,411.35,411.35,Europe,Credit Card,2023,8,26,5,34,1
ORD11419,2023-08-26,Beauty Products,Face Moisturizer,4,1039.61,4158.44,Australia,UPI,2023,8,26,5,34,1
ORD12988,2023-08-26,Books,Fiction Novel,3,218.82,656.46,North America,Credit Card,2023,8,26,5,34,1
ORD10620,2023-08-27,Home Appliances,Microwave Oven,1,5161.51,5161.51,Australia,PayPal,2023,8,27,6,34,1
ORD11339,2023-08-27,Clothing,Wool Sweater,2,833.78,1667.56,Europe,PayPal,2023,8,27,6,34,1
ORD11686,2023-08-27,Home Appliances,Table Lamp,2,3141.21,6282.42,Australia,Credit Card,2023,8,27,6,34,1
ORD13829,2023-08-27,Beauty Products,Lipstick,3,2314.51,6943.53,Asia,Debit Card,2023,8,27,6,34,1
ORD14136,2023-08-27,Sports,Cricket Bat,2,660.16,1320.32,Europe,Debit Card,2023,8,27,6,34,1
ORD15547,2023-08-27,Home Appliances,Air Fryer,1,7291.81,7291.81,North America,PayPal,2023,8,27,6,34,1
ORD14601,2023-08-28,Beauty Products,Perfume,2,1698.6,3397.2,North America,Net Banking,2023,8,28,0,35,0
ORD15699,2023-08-28,Beauty Products,Lipstick,1,1329.08,1329.08,South America,PayPal,2023,8,28,0,35,0
ORD14642,2023-08-28,Sports,Football,1,778.19,778.19,Australia,Debit Card,2023,8,28,0,35,0
ORD14012,2023-08-28,Clothing,Running Shoes,2,1382.95,2765.9,Asia,Credit Card,2023,8,28,0,35,0
ORD15074,2023-08-28,Beauty Products,Lipstick,2,238.2,476.4,Australia,Debit Card,2023,8,28,0,35,0
ORD11471,2023-08-28,Books,Children's Storybook,2,353.52,707.04,Europe,Credit Card,2023,8,28,0,35,0
ORD10863,2023-08-28,Sports,Resistance Bands,2,4464.77,8929.54,South America,Credit Card,2023,8,28,0,35,0
ORD10526,2023-08-28,Beauty Products,Face Moisturizer,4,862.58,3450.32,North America,PayPal,2023,8,28,0,35,0
ORD13428,2023-08-28,Electronics,Laptop Stand,6,11982.87,71897.22,North America,UPI,2023,8,28,0,35,0
ORD15625,2023-08-29,Clothing,Running Shoes,5,2793.26,13966.3,Europe,Credit Card,2023,8,29,1,35,0
ORD13824,2023-08-29,Beauty Products,Lipstick,3,2123.58,6370.74,North America,Debit Card,2023,8,29,1,35,0
ORD12878,2023-08-29,Books,Fiction Novel,36,390.67,14064.12,Australia,PayPal,2023,8,29,1,35,0
ORD13277,2023-08-29,Beauty Products,Perfume,44,2337.34,102842.96,Asia,UPI,2023,8,29,1,35,0
ORD11336,2023-08-29,Home Appliances,Table Lamp,5,10077.87,50389.35,North America,Debit Card,2023,8,29,1,35,0
ORD11276,2023-08-29,Sports,Yoga Mat,3,4430.12,13290.36,Europe,Debit Card,2023,8,29,1,35,0
ORD11925,2023-08-29,Electronics,Bluetooth Speaker,5,6088.96,30444.8,North America,PayPal,2023,8,29,1,35,0
ORD13191,2023-08-30,Home Appliances,Air Fryer,1,1231.04,1231.04,North America,PayPal,2023,8,30,2,35,0
ORD15523,2023-08-30,Sports,Cricket Bat,2,2872.14,5744.28,Africa,Credit Card,2023,8,30,2,35,0
ORD14353,2023-08-30,Home Appliances,Vacuum Cleaner,1,3900.05,3900.05,Africa,Credit Card,2023,8,30,2,35,0
ORD15989,2023-08-30,Electronics,Smartwatch,1,3377.78,3377.78,South America,UPI,2023,8,30,2,35,0
ORD14240,2023-08-30,Home Appliances,Office Chair,1,10863.29,10863.29,Africa,Debit Card,2023,8,30,2,35,0
ORD14073,2023-08-30,Home Appliances,Table Lamp,51,10990.48,560514.48,Africa,Debit Card,2023,8,30,2,35,0
ORD13039,2023-08-30,Sports,Dumbbell Set,4,1388.06,5552.24,Australia,Credit Card,2023,8,30,2,35,0
ORD10618,2023-08-30,Books,Self-Help Guide,1,901.93,901.93,North America,UPI,2023,8,30,2,35,0
ORD12744,2023-08-30,Sports,Cricket Bat,1,3854.79,3854.79,Australia,Debit Card,2023,8,30,2,35,0
ORD12314,2023-08-30,Home Appliances,Office Chair,3,3841.19,11523.57,South America,Credit Card,2023,8,30,2,35,0
